Course Code,Professor,Quarter,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Sinha, Amitabha",FA19,104,52.6%,60.5%,9.71,C+ (2.49)
,"Sinha, Amitabha",FA18,111,53.3%,64.4%,10.02,C+ (2.51)
,"Sinha, Amitabha",FA17,94,77.5%,87.5%,7.45,B- (2.76)
,"Sinha, Amitabha",FA16,80,72.7%,66.7%,9.25,C+ (2.70)
,"Sinha, Amitabha",FA15,85,62.8%,67.4%,8.75,C+ (2.40)
,"Sinha, Amitabha",FA14,79,60.0%,80.0%,8.24,C+ (2.58)
CHEM 135,"Xiong, Wei",SP21,6,100.0%,100.0%,7.17,N/A
,"Xiong, Wei",SP18,4,75.0%,100.0%,11.50,N/A
,"Sinha, Amitabha                    ",SP12,5,100.0%,100.0%,7.17,N/A
,"Sinha, Amitabha                    ",SP11,5,66.7%,100.0%,12.50,N/A
CHEM 92,"Doolittle, Russell F.",SP16,102,84.1%,81.8%,1.45,N/A
,"Tukey, Robert H",SP15,121,95.7%,97.9%,1.43,N/A
,"Tukey, Robert H",SP14,127,97.4%,92.1%,1.36,N/A
,"Tukey, Robert H",SP13,182,94.4%,94.4%,0.95,N/A
,"Tukey, Robert H                    ",SP12,188,92.3%,94.5%,1.31,N/A
,"Tukey, Robert H                    ",SP11,187,79.7%,87.8%,0.79,N/A
,"Tukey, Robert H                    ",SP10,151,92.9%,97.1%,1.04,N/A
,"Printz, Morton P.                  ",SP09,166,100.0%,97.6%,0.84,N/A
,"Tukey, Robert H               ",SP08,171,97.4%,97.4%,0.95,N/A
CHEM 111,"Thiemens, Mark H",WI18,60,81.0%,81.0%,4.40,B- (2.94)
CHEM 113,"Mishanina, Tatiana V",FA21,82,93.0%,100.0%,6.47,B+ (3.35)
,"Komives, Elizabeth A",SP20,73,100.0%,100.0%,6.88,A- (3.86)
,"Komives, Elizabeth A",SP19,28,87.5%,87.5%,7.75,A- (3.91)
,"Komives, Elizabeth A",SP18,21,88.9%,100.0%,6.50,A (4.00)
,"Komives, Elizabeth A",SP16,15,100.0%,100.0%,6.50,N/A
,"Komives, Elizabeth A",SP15,21,100.0%,100.0%,7.30,A- (3.80)
,"Komives, Elizabeth A",SP14,24,100.0%,100.0%,5.83,A- (3.88)
,"Komives, Elizabeth A",SP13,37,92.3%,100.0%,8.50,A- (3.75)
,"Debelouchina, Galia T",SP19,28,87.5%,87.5%,7.75,A- (3.91)
,"Debelouchina, Galia T",SP18,21,88.9%,100.0%,6.50,A (4.00)
,"Walker, Ross Charles",SP14,24,100.0%,100.0%,5.83,A- (3.88)
,"Walker, Ross Charles",SP13,37,92.3%,100.0%,5.83,A- (3.75)
,"Komives, Elizabeth A               ",SP11,7,75.0%,100.0%,4.50,N/A
,"Wolynes, Peter Guy            ",SP11,7,75.0%,50.0%,4.50,N/A
CHEM 115,"Komor, Alexis C",WI21,23,100.0%,100.0%,8.50,B+ (3.59)
,"Komor, Alexis C",WI20,16,100.0%,100.0%,6.10,N/A
CHEM 116,"Godula, Kamil",FA21,55,90.9%,95.5%,6.41,B+ (3.30)
,"Godula, Kamil",FA20,51,100.0%,100.0%,6.32,B+ (3.56)
,"Devaraj, Neal Krishna",WI20,35,86.4%,81.8%,3.59,B+ (3.68)
,"Devaraj, Neal Krishna",WI17,8,66.7%,100.0%,5.17,N/A
,"Devaraj, Neal Krishna",WI16,12,100.0%,100.0%,5.17,N/A
,"Devaraj, Neal Krishna",WI15,25,83.3%,100.0%,6.50,B+ (3.40)
,"Devaraj, Neal Krishna",WI14,36,100.0%,90.0%,8.30,B+ (3.41)
,"Devaraj, Neal Krishna",WI13,25,76.9%,92.3%,5.88,B (3.21)
,"Komor, Alexis C",WI19,4,100.0%,100.0%,4.50,N/A
,"Dorrestein, Pieter",WI14,36,90.0%,90.0%,8.30,B+ (3.41)
,"Dorrestein, Pieter",WI13,25,71.4%,78.6%,7.36,B (3.21)
,"Dorrestein, Pieter                 ",FA11,29,86.7%,100.0%,6.63,B (3.30)
,"Dorrestein, Pieter                 ",FA08,36,69.6%,78.3%,5.22,B (3.28)
,"Dorrestein, Pieter                 ",SP08,53,92.9%,82.1%,6.71,B (3.10)
,"Komives, Elizabeth A               ",FA11,29,86.7%,92.9%,5.83,B (3.30)
,"Komives, Elizabeth A               ",FA10,27,93.3%,93.3%,5.30,B+ (3.51)
,"Komives, Elizabeth A          ",FA08,36,63.6%,86.4%,4.60,B (3.28)
,"Komives, Elizabeth A          ",SP08,53,87.5%,100.0%,6.44,B (3.10)
CHEM 118,"Donoghue, Daniel J.",SP21,272,89.7%,92.2%,6.53,B+ (3.50)
,"Donoghue, Daniel J.",SP20,252,93.8%,92.8%,7.59,B+ (3.67)
,"Amaro, Rommie E",WI19,118,96.2%,90.6%,5.73,B (3.14)
,"Amaro, Rommie E",SP18,194,87.5%,80.6%,5.77,B+ (3.42)
,"Amaro, Rommie E",WI17,178,98.4%,98.4%,5.21,B+ (3.49)
,"Amaro, Rommie E",WI16,97,100.0%,97.1%,5.13,B+ (3.49)
,"Tukey, Robert H",WI15,118,92.1%,86.8%,5.87,B- (2.84)
,"Tukey, Robert H",WI14,154,93.3%,78.3%,4.60,B- (2.88)
,"Tukey, Robert H",WI13,178,90.2%,80.5%,5.25,B- (2.86)
,"Tukey, Robert H                    ",SP12,155,98.4%,95.2%,6.44,B- (2.83)
,"Tukey, Robert H                    ",SP11,139,91.1%,88.9%,5.41,B- (2.79)
,"Tukey, Robert H                    ",SP10,110,98.2%,93.0%,6.16,B- (2.71)
,"Printz, Morton P.                  ",SP09,142,98.5%,98.5%,4.98,B+ (3.53)
,"Tukey, Robert H               ",SP08,108,93.1%,93.1%,5.53,B (3.09)
CHEM 43A,"Klosterman, Jeremy K",FA21,244,73.4%,74.8%,9.06,B- (2.96)
,"Klosterman, Jeremy K",FA21,272,75.6%,82.7%,8.36,B- (2.90)
,"Klosterman, Jeremy K",SP21,352,84.2%,86.4%,8.25,B (3.22)
,"Klosterman, Jeremy K",SP21,347,85.5%,81.4%,8.39,B (3.11)
,"Klosterman, Jeremy K",FA20,405,80.2%,86.0%,7.18,B (3.27)
,"Klosterman, Jeremy K",SP20,211,88.7%,89.7%,7.34,B (3.29)
,"Klosterman, Jeremy K",SP20,195,84.9%,86.6%,6.82,B+ (3.31)
,"Klosterman, Jeremy K",SP19,215,77.1%,79.2%,8.09,B (3.14)
,"Klosterman, Jeremy K",SP19,244,74.3%,77.6%,8.11,B (3.14)
,"Klosterman, Jeremy K",WI19,179,69.9%,69.1%,8.33,B- (2.88)
,"Klosterman, Jeremy K",WI19,266,73.9%,78.8%,8.07,B- (2.88)
,"Klosterman, Jeremy K",SP18,193,59.1%,56.6%,7.93,B (3.00)
,"Klosterman, Jeremy K",SP18,194,68.1%,46.9%,7.74,B (3.00)
,"Klosterman, Jeremy K",WI18,192,67.0%,48.6%,8.44,B- (2.86)
,"Klosterman, Jeremy K",WI18,202,73.6%,59.8%,8.34,B- (2.86)
,"Weizman, Haim",S121,119,70.6%,82.4%,8.26,B (3.02)
,"Weizman, Haim",WI21,344,34.3%,41.6%,13.90,B+ (3.52)
,"Weizman, Haim",WI21,258,37.3%,44.0%,12.56,B+ (3.48)
,"Weizman, Haim",S120,65,53.3%,69.2%,11.00,B+ (3.42)
,"Weizman, Haim",S119,142,65.7%,70.6%,10.28,B (3.04)
,"Weizman, Haim",S118,114,60.0%,95.0%,10.10,B (3.03)
,"Figueroa, Joshua",WI20,273,70.4%,54.4%,7.90,A- (3.74)
,"Figueroa, Joshua",WI20,286,74.1%,62.7%,7.23,A- (3.80)
,"Lam, Tin Yiu",FA19,283,69.4%,77.5%,7.87,B (3.12)
,"Lam, Tin Yiu",FA19,306,57.2%,70.0%,7.93,B (3.07)
,"Ternansky, Robert J.",FA18,460,80.9%,93.5%,7.69,B (3.11)
,"Ternansky, Robert J.",FA17,413,77.8%,86.2%,7.43,B (3.08)
CHEM 6AH,"Kim, Judy E.",FA21,102,73.8%,91.8%,8.30,B+ (3.31)
,"Kim, Judy E.",FA15,157,63.0%,91.3%,8.74,B (3.17)
,"Kim, Judy E.",FA14,179,69.4%,85.7%,8.17,B (3.16)
,"Tauber, Michael",FA20,109,79.7%,87.0%,7.62,B (3.15)
,"Tauber, Michael",FA19,106,61.5%,83.1%,7.85,B (3.13)
,"Tauber, Michael",FA18,114,77.5%,86.2%,8.08,B (3.17)
,"Tauber, Michael",FA17,106,59.4%,73.0%,8.50,B (3.26)
,"Tauber, Michael",FA16,125,78.5%,75.9%,8.35,B+ (3.34)
,"Weare, John H.",FA13,189,49.6%,31.7%,8.65,B+ (3.45)
,"Weare, John H.",FA12,161,52.8%,31.5%,8.43,B+ (3.39)
,"Weare, John H.                     ",FA11,124,52.9%,35.2%,9.60,B+ (3.58)
,"Weare, John H.                     ",FA10,158,43.6%,31.0%,8.08,B+ (3.46)
,"Hoeger, Carl                       ",FA09,151,79.6%,99.0%,7.52,B- (2.80)
,"Hoeger, Carl                       ",FA08,117,75.3%,94.6%,6.40,B (3.07)
,"Hoeger, Carl                  ",FA07,147,84.2%,97.9%,6.14,B (3.16)
CHEM 164,"McHugh, Colleen A",WI20,44,95.0%,100.0%,4.80,B+ (3.43)
,"McHugh, Colleen A",WI19,26,70.0%,70.0%,5.70,B (3.08)
,"Baker, Timothy Stanley",SP18,15,100.0%,100.0%,5.88,N/A
,"Baker, Timothy Stanley",SP17,22,75.0%,100.0%,4.50,B- (2.84)
,"Baker, Timothy Stanley",SP16,30,75.0%,91.7%,5.83,B (3.24)
,"Baker, Timothy Stanley",SP15,43,81.3%,100.0%,5.30,B (3.21)
,"Baker, Timothy Stanley",SP14,33,83.3%,91.7%,6.33,B (3.10)
,"Baker, Timothy Stanley",SP13,37,88.2%,100.0%,4.75,B (3.15)
,"Baker, Timothy Stanley             ",SP11,6,100.0%,100.0%,4.50,N/A
,"Baker, Timothy Stanley             ",SP11,25,87.5%,93.8%,5.38,B (3.08)
,"Baker, Timothy Stanley             ",SP10,14,80.0%,100.0%,4.10,N/A
CHEM 165,"Herzik, Mark Anthony",WI21,22,80.0%,88.9%,8.70,B+ (3.47)
,"Herzik, Mark Anthony",WI20,8,100.0%,100.0%,5.00,N/A
,"Villa Rodriguez, Elizabeth",WI20,8,100.0%,100.0%,5.00,N/A
,"Villa Rodriguez, Elizabeth",WI17,9,100.0%,100.0%,4.21,N/A
,"Viadiu, Hector",WI14,14,88.9%,100.0%,5.39,N/A
,"Viadiu, Hector",WI13,21,70.0%,90.0%,6.50,B- (2.97)
,"Baker, Timothy Stanley",WI13,21,80.0%,90.0%,6.30,B- (2.97)
,"Baker, Timothy Stanley",WI09,10,100.0%,100.0%,4.10,N/A
,"Viadiu, Hector                     ",WI12,25,77.8%,100.0%,4.94,B+ (3.52)
,"Baker, Timothy Stanley             ",WI11,11,85.7%,85.7%,5.07,N/A
,"Baker, Timothy Stanley             ",WI10,11,100.0%,100.0%,5.50,N/A
CHEM 166,"Tukey, Robert H               ",WI08,24,100.0%,100.0%,5.05,A- (3.71)
CHEM 167,"Deshmukh, Lalit",SP21,151,89.3%,90.2%,6.50,B (3.11)
,"Deshmukh, Lalit",SP20,113,81.7%,77.4%,7.66,B (3.16)
,"Amaro, Rommie E",WI19,110,79.4%,76.5%,6.03,B- (2.96)
,"Amaro, Rommie E",SP18,89,94.1%,88.2%,5.89,B (3.27)
,"Amaro, Rommie E",SP17,99,93.5%,96.8%,5.34,B+ (3.53)
,"Swift, Robert Vernon",SP15,24,100.0%,100.0%,6.06,B (3.20)
,"AMARO, ROMMIE",SP14,67,91.3%,87.0%,5.26,B+ (3.47)
,"AMARO, ROMMIE",SP13,47,96.4%,100.0%,5.21,B+ (3.32)
CHEM 168,"Devaraj, Neal Krishna",WI21,119,97.1%,97.1%,5.27,B (3.22)
,"Devaraj, Neal Krishna",WI20,142,74.1%,76.9%,5.55,B (3.08)
,"Devaraj, Neal Krishna",SP19,98,91.7%,95.8%,3.99,B (3.10)
,"Devaraj, Neal Krishna",WI18,135,85.7%,82.9%,5.14,B (3.06)
,"Devaraj, Neal Krishna",WI17,63,91.7%,95.8%,4.50,B+ (3.36)
,"Devaraj, Neal Krishna",WI16,52,95.2%,95.2%,5.36,B (3.26)
,"Devaraj, Neal Krishna",WI15,22,100.0%,100.0%,3.70,B+ (3.40)
,"Devaraj, Neal Krishna",WI14,43,100.0%,100.0%,3.55,B+ (3.50)
,"Devaraj, Neal Krishna",WI13,20,100.0%,100.0%,4.70,B+ (3.39)
CHEM 105A,"Young, Mark",FA21,45,62.5%,71.4%,7.83,B- (2.93)
,"Young, Mark",FA21,45,35.0%,60.0%,11.60,B (3.21)
,"Young, Mark",WI21,40,23.1%,46.2%,10.50,B+ (3.43)
,"Young, Mark",WI21,34,36.4%,63.6%,10.50,B (3.29)
,"Young, Mark",FA20,39,100.0%,100.0%,11.83,B- (2.83)
,"Young, Mark",FA20,37,71.4%,78.6%,13.50,B (3.23)
,"Young, Mark",WI20,34,66.7%,66.7%,9.39,B+ (3.45)
,"Young, Mark",WI20,38,35.7%,57.1%,11.64,B (3.24)
,"Young, Mark",WI19,24,37.5%,37.5%,7.25,B- (2.86)
,"Young, Mark",WI19,40,60.0%,60.0%,11.50,B- (2.86)
,"Sinha, Amitabha",SP21,40,45.8%,79.2%,11.58,B (3.26)
,"Sinha, Amitabha",SP21,43,48.0%,64.0%,11.70,B (3.01)
,"Sinha, Amitabha",SP20,33,53.8%,83.3%,11.27,B (3.19)
,"Sinha, Amitabha",SP20,36,42.9%,42.9%,7.93,B- (2.86)
,"Sinha, Amitabha",SP19,38,87.5%,93.8%,8.90,B+ (3.42)
,"Sinha, Amitabha",SP19,38,76.9%,100.0%,10.65,B+ (3.42)
,"Sinha, Amitabha",SP18,77,73.1%,92.3%,8.96,B+ (3.32)
,"Sinha, Amitabha",SP17,69,57.7%,76.9%,8.19,B+ (3.35)
,"Crowell, John E",FA19,36,52.9%,70.6%,11.09,B- (2.92)
,"Crowell, John E",FA19,39,66.7%,88.9%,8.17,B (3.22)
,"Crowell, John E",FA18,21,85.7%,100.0%,10.79,B+ (3.48)
,"Crowell, John E",FA18,33,100.0%,75.0%,10.75,B+ (3.48)
,"Crowell, John E",WI18,12,60.0%,80.0%,9.30,N/A
,"Crowell, John E",WI18,31,50.0%,58.3%,9.00,B (3.05)
,"Crowell, John E",FA17,41,85.7%,100.0%,9.93,B- (2.98)
,"Crowell, John E",WI17,33,58.3%,83.3%,9.83,B- (2.94)
,"Crowell, John E",FA16,29,72.7%,81.8%,10.50,B (3.00)
,"Crowell, John E",WI16,25,71.4%,78.6%,11.58,B (3.14)
,"Crowell, John E",SP15,42,53.3%,60.0%,10.10,B- (2.97)
,"Crowell, John E",SP14,43,83.3%,58.3%,6.86,B- (2.89)
,"Xiong, Wei",SP16,46,55.6%,88.9%,8.50,B (3.23)
,"Xiong, Wei",FA15,30,100.0%,100.0%,8.50,B (3.06)
,"Xiong, Wei",FA14,37,87.5%,68.8%,8.00,B (3.01)
,"Zimmermann, Joerg",SP15,10,83.3%,100.0%,10.17,N/A
,"Zimmermann, Joerg",WI15,45,83.3%,83.3%,9.59,B (3.01)
,"Magde, Douglas",WI15,45,83.3%,91.7%,9.59,B (3.01)
,"Magde, Douglas",FA13,39,76.5%,94.1%,7.79,B (3.29)
,"Magde, Douglas",SP13,79,52.6%,78.9%,9.76,B (3.18)
,"Magde, Douglas",SP10,65,83.3%,86.7%,9.83,B (3.21)
,"Kim, Judy E.",SP14,38,66.7%,100.0%,7.17,B- (2.92)
,"Kim, Judy E.",WI13,69,61.0%,90.2%,7.10,B- (2.86)
,"Kim, Judy E.",WI09,41,72.4%,96.6%,9.12,B- (2.76)
,"Continetti, Robert E.",WI14,67,85.2%,85.2%,9.73,B (3.00)
,"Tauber, Michael",FA12,29,77.8%,88.9%,8.39,B- (2.90)
,"Magde, Douglas                     ",SP12,80,75.9%,96.6%,9.71,B (3.17)
,"Magde, Douglas                     ",SP11,61,73.1%,100.0%,9.27,B (3.14)
,"Tauber, Michael                    ",WI12,47,52.2%,82.6%,8.33,B- (2.76)
,"Tauber, Michael                    ",FA11,32,66.7%,86.7%,11.83,C+ (2.65)
,"Tauber, Michael                    ",WI11,36,88.5%,88.5%,9.50,C+ (2.68)
,"Tauber, Michael                    ",FA09,20,50.0%,83.3%,10.08,B- (2.88)
,"Kim, Judy E.                       ",FA10,27,100.0%,81.8%,7.50,B (3.02)
,"Kim, Judy E.                       ",WI10,31,85.7%,85.7%,9.36,B- (2.89)
,"Stuart, Christina                  ",SP10,65,88.2%,100.0%,8.39,B (3.13)
,"Stuart, Christina                  ",SP09,52,72.7%,90.9%,8.15,B (3.15)
,"stuart, christina                  ",FA08,38,93.1%,96.6%,7.95,B- (2.88)
,"Magde, Douglas                ",SP08,56,78.1%,96.9%,9.11,B (3.00)
,"Tauber, Michael               ",WI08,38,60.7%,92.9%,9.64,B- (2.96)
,"Kim, Judy E.                  ",FA07,36,84.6%,92.6%,9.46,B- (2.82)
CHEM 105B,"Crowell, John E",WI18,7,66.7%,100.0%,6.50,N/A
,"Xiong, Wei",FA15,5,66.7%,66.7%,7.83,N/A
,"Kim, Judy E.",WI13,4,100.0%,100.0%,5.83,N/A
,"Tauber, Michael",FA12,5,100.0%,100.0%,7.50,N/A
,"Magde, Douglas                     ",SP12,7,100.0%,100.0%,10.50,N/A
,"Magde, Douglas                     ",SP11,4,100.0%,100.0%,8.50,N/A
CHEM 154,"Tor, Yitzhak",FA20,49,94.4%,94.4%,7.39,B+ (3.40)
,"Tor, Yitzhak",FA19,52,95.0%,100.0%,6.71,B (3.23)
,"Tor, Yitzhak",FA18,64,92.9%,100.0%,7.17,B+ (3.49)
,"Tor, Yitzhak",FA17,60,79.2%,87.5%,6.83,B (3.11)
,"Tor, Yitzhak",FA16,39,94.7%,100.0%,6.71,B+ (3.58)
,"Tor, Yitzhak",FA15,38,92.3%,100.0%,5.83,B+ (3.41)
,"Tor, Yitzhak",FA14,49,100.0%,100.0%,7.61,B+ (3.34)
,"Tor, Yitzhak",FA13,47,100.0%,100.0%,7.30,B+ (3.30)
,"Tor, Yitzhak",FA12,65,80.8%,88.5%,7.50,B+ (3.36)
,"Tor, Yitzhak                       ",FA11,52,100.0%,100.0%,6.50,B+ (3.33)
,"Tor, Yitzhak                       ",FA10,50,96.0%,96.0%,5.78,B (3.21)
,"Tor, Yitzhak                       ",FA09,48,100.0%,98.2%,4.64,B+ (3.62)
,"Tor, Yitzhak                       ",FA08,36,92.5%,95.0%,6.05,B+ (3.53)
,"Tor, Yitzhak                  ",FA07,34,95.8%,100.0%,5.81,B+ (3.60)
CHEM 40CH,"Tor, Yitzhak",SP21,84,93.5%,100.0%,7.26,B+ (3.48)
,"Tor, Yitzhak",SP20,89,93.3%,95.6%,7.61,A- (3.89)
,"Tor, Yitzhak",SP19,95,95.7%,97.8%,6.54,B+ (3.55)
,"Tor, Yitzhak",SP18,72,97.0%,97.0%,7.26,B+ (3.44)
CHEM 127,"Yuen Zhou, Joel",SP19,165,77.4%,88.7%,8.12,B- (2.95)
,"Yuen Zhou, Joel",SP18,71,75.5%,94.3%,6.81,B+ (3.47)
,"Yuen Zhou, Joel",FA16,126,64.0%,62.0%,8.02,B- (2.94)
,"Yuen Zhou, Joel",FA15,113,49.0%,33.3%,8.62,B- (2.77)
,"Galperin, Michael",FA18,104,43.2%,44.4%,9.20,C+ (2.57)
,"Galperin, Michael",FA17,119,37.8%,48.9%,7.61,C+ (2.62)
,"Ray, Amelia W",SP17,90,89.5%,97.4%,6.66,B- (2.91)
,"Villa Rodriguez, Elizabeth",SP16,90,82.0%,90.2%,5.71,B- (2.91)
,"Tauber, Michael",SP15,59,88.9%,85.2%,6.57,C+ (2.66)
,"Tauber, Michael",FA14,149,77.8%,75.9%,8.58,B- (2.71)
,"Tauber, Michael",WI14,270,68.5%,81.5%,7.10,B- (2.72)
,"Tauber, Michael",WI13,308,61.8%,68.5%,7.80,C+ (2.65)
,"Tauber, Michael",WI09,156,71.2%,87.2%,5.56,C+ (2.51)
,"Kim, Judy E.                       ",FA11,248,85.2%,93.4%,7.93,B- (2.71)
,"Tauber, Michael                    ",FA10,165,75.0%,91.7%,8.20,C+ (2.57)
,"Tauber, Michael                    ",WI10,169,52.8%,65.8%,8.94,C+ (2.59)
,"Magde, Douglas                ",WI08,186,61.8%,79.8%,6.43,B- (2.89)
CHEM 194,"Newsam, John",WI21,10,100.0%,100.0%,4.21,N/A
,"Newsam, John",WI20,9,80.0%,80.0%,2.10,N/A
,"Newsam, John",WI19,15,100.0%,100.0%,2.21,N/A
,"Newsam, John",WI18,12,87.5%,100.0%,2.50,N/A
,"Newsam, John",WI17,7,100.0%,100.0%,4.10,N/A
,"Newsam, John",WI16,18,93.8%,100.0%,1.75,N/A
,"Newsam, John",WI15,14,100.0%,100.0%,2.33,N/A
,"Newsam, John",WI14,8,100.0%,100.0%,2.17,N/A
,"Albizati, Kim F.",WI16,18,90.9%,90.9%,2.14,N/A
CHEM 1,"Brydges, Stacey",WI21,25,87.5%,93.8%,1.00,N/A
,"Brydges, Stacey",WI20,10,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",WI19,11,100.0%,100.0%,1.36,N/A
,"Brydges, Stacey",SP17,19,100.0%,100.0%,0.70,N/A
CHEM 6BH,"Paesani, Francesco",WI21,76,82.7%,90.4%,7.27,B+ (3.42)
,"Paesani, Francesco",WI20,53,91.7%,97.2%,7.06,B+ (3.43)
,"Paesani, Francesco",WI19,70,85.7%,93.9%,7.26,B+ (3.39)
,"Paesani, Francesco",WI18,63,91.4%,100.0%,6.33,B+ (3.48)
,"Paesani, Francesco",WI17,88,81.8%,97.0%,7.75,B+ (3.45)
,"Paesani, Francesco",WI16,104,88.2%,97.4%,7.37,B+ (3.46)
,"Paesani, Francesco",WI15,97,84.2%,93.0%,7.21,B (3.28)
,"Paesani, Francesco",WI14,114,84.6%,95.4%,6.38,B (3.19)
,"Paesani, Francesco",WI13,79,87.0%,98.1%,7.65,B (3.23)
,"Hoeger, Carl                       ",WI12,80,94.7%,100.0%,8.45,B (3.06)
,"Hoeger, Carl                       ",WI11,99,70.3%,87.5%,7.29,B (3.03)
,"Weare, John H.                     ",WI10,118,61.8%,42.6%,7.56,B+ (3.45)
,"Weare, John H.",WI09,88,53.4%,56.7%,7.17,B+ (3.50)
,"Hoeger, Carl                  ",WI08,143,88.4%,95.7%,6.27,B (3.18)
CHEM 6A,"Pomeroy, Robert S.",FA21,321,69.1%,61.8%,8.36,C+ (2.52)
,"Pomeroy, Robert S.",FA20,274,92.6%,88.5%,6.06,B+ (3.37)
,"Pomeroy, Robert S.",FA19,180,87.5%,80.5%,6.80,C+ (2.67)
,"Pomeroy, Robert S.",S215,44,92.9%,100.0%,9.21,B- (2.80)
,"Schurmeier, Kimberly",FA21,334,88.0%,85.4%,6.29,B- (2.92)
,"Schurmeier, Kimberly",FA21,307,85.8%,92.0%,6.48,B- (2.71)
,"Schurmeier, Kimberly",S221,87,98.7%,96.1%,4.55,B (3.07)
,"Schurmeier, Kimberly",FA20,319,85.7%,83.9%,5.88,B- (2.81)
,"Schurmeier, Kimberly",SP20,110,95.7%,98.6%,7.25,B+ (3.34)
,"Brydges, Stacey",FA21,309,87.4%,87.4%,7.21,B (3.15)
,"Brydges, Stacey",FA21,314,85.4%,87.9%,6.60,B (3.22)
,"Brydges, Stacey",FA20,315,92.3%,92.7%,6.41,B+ (3.33)
,"Brydges, Stacey",FA20,270,92.0%,97.5%,6.37,B+ (3.43)
,"Brydges, Stacey",FA19,411,87.2%,85.6%,6.65,B- (2.92)
,"Brydges, Stacey",FA19,411,84.5%,89.4%,6.45,B- (2.98)
,"Brydges, Stacey",FA18,416,87.9%,90.5%,6.95,B- (2.83)
,"Brydges, Stacey",FA16,329,96.1%,95.6%,6.96,B (3.10)
,"Stallings, Dontarie M",FA21,341,89.3%,90.7%,6.41,B- (2.98)
,"Stallings, Dontarie M",FA21,312,92.2%,94.9%,6.60,B- (2.77)
,"Zid, Brian M",FA21,334,87.2%,89.8%,6.90,B (3.20)
,"Zid, Brian M",FA20,318,97.3%,98.9%,5.43,B+ (3.60)
,"Zid, Brian M",FA18,413,94.0%,92.7%,5.08,B (3.11)
,"Zid, Brian M",SP18,100,87.2%,91.9%,6.60,C+ (2.70)
,"Zid, Brian M",WI17,191,82.6%,64.1%,6.81,B- (2.71)
,"Bussey, Thomas J",FA21,351,93.0%,95.2%,5.64,B (3.30)
,"Bussey, Thomas J",FA20,315,97.6%,98.6%,6.06,B+ (3.46)
,"Bussey, Thomas J",FA20,271,98.8%,99.4%,6.23,B+ (3.35)
,"Bussey, Thomas J",S220,98,97.2%,100.0%,7.72,B+ (3.42)
,"Bussey, Thomas J",FA19,410,95.0%,96.5%,5.90,B- (2.84)
,"Bussey, Thomas J",S219,85,100.0%,96.7%,6.63,B- (2.86)
,"Bussey, Thomas J",FA18,409,93.2%,95.7%,5.94,B (3.04)
,"Bussey, Thomas J",S218,134,97.9%,97.9%,7.02,B (3.18)
,"Bussey, Thomas J",FA17,404,93.1%,95.5%,6.27,B- (2.98)
,"Bussey, Thomas J",S117,71,80.0%,90.0%,6.80,B- (2.95)
,"Bussey, Thomas J",FA15,359,93.0%,97.3%,6.20,B- (2.97)
,"Bussey, Thomas J",FA15,404,95.3%,95.3%,6.46,B- (2.97)
,"Bussey, Thomas J",WI15,262,90.0%,92.1%,6.49,B- (2.70)
,"Bussey, Thomas J",FA14,419,95.3%,95.7%,6.12,B (3.24)
,"Hunter, Kelly Marie",S221,74,90.7%,100.0%,6.17,B (3.29)
,"Torres Paris, Constanza Paz",S121,80,98.1%,98.1%,5.87,B+ (3.33)
,"Deshmukh, Lalit",SP21,221,90.9%,91.5%,5.38,B (3.03)
,"Deshmukh, Lalit",SP20,144,74.4%,69.8%,6.20,B (3.07)
,"Deshmukh, Lalit",SP19,238,80.0%,80.6%,5.34,C (2.17)
,"Deshmukh, Lalit",SP18,102,87.3%,90.3%,5.61,C+ (2.30)
,"Tezcan, Faik",WI21,302,83.6%,80.4%,6.73,B- (2.94)
,"Tezcan, Faik",WI20,352,86.3%,89.9%,5.42,C+ (2.64)
,"Tezcan, Faik",WI19,248,88.6%,85.8%,5.95,C (2.26)
,"Tezcan, Faik",WI18,292,86.7%,88.6%,5.77,C+ (2.35)
,"Tezcan, Faik",SP17,161,79.1%,82.1%,6.26,C (2.13)
,"Tezcan, Faik",SP16,108,85.0%,67.5%,6.19,C+ (2.54)
,"Albizati, Kim F.",WI21,297,81.6%,79.7%,6.36,B- (2.87)
,"Albizati, Kim F.",FA19,123,98.6%,98.6%,4.94,B (3.10)
,"Albizati, Kim F.",WI19,425,88.6%,85.9%,5.37,C+ (2.68)
,"Albizati, Kim F.",FA18,407,93.4%,92.4%,5.04,B- (2.77)
,"Albizati, Kim F.",FA16,217,92.9%,92.0%,5.77,B (3.01)
,"Lam, Tin Yiu",FA20,264,89.6%,85.6%,5.73,B (3.21)
,"Lam, Tin Yiu",FA18,352,91.5%,92.0%,5.45,B- (3.00)
,"Lam, Tin Yiu",FA18,389,96.4%,95.9%,5.40,B- (3.00)
,"Lam, Tin Yiu",FA17,405,91.0%,85.2%,5.88,B (3.13)
,"Lam, Tin Yiu",FA17,375,87.2%,89.8%,5.80,B (3.13)
,"Lam, Tin Yiu",FA16,193,91.0%,85.6%,6.68,B- (2.88)
,"Crowell, John E",FA20,318,60.8%,29.5%,5.85,B+ (3.34)
,"Crowell, John E",FA18,186,67.3%,40.8%,6.54,B- (2.79)
,"Crowell, John E",FA17,205,69.7%,48.5%,6.78,B- (2.81)
